topic	katarite	episode
to-be-patient/shigoto	df05	わたしは全然、こう、ほとんど、気に留めてなかったんですけども。だんだん月日がたつにつれて、若干仕事に、仕事のことに不安を感じることを、わたしに話し始めたんですね。それまではまったく仕事のことっていうのは、わたしに話すことはなかったんですけども、あのー、ある日、いつも行ってる会議室に、「あのー、明日、会議があるんだけど、あすこの会議室はどこだったっけ？」ってわたしに聞くんですね。だから、「えー、いつも行っている会議室なのに分かんないの？」ってふうに言ったら、本人は「はっ」としたような感じで「ああ、ああ。もう分かった、分かった。もう大丈夫だ、分かったから」って言って、まあ、あのー、次の日は行けたみたいなんですけど。まあ、わたしも変だなあと思いながらも、ああ、あの、新しい部署になって疲れてるのかなっていうような感じで、わたしはもう流していたんですけども、そのうちだんだん仕事の、部下との、こう、打ち合わせがですね、うまくいかなかったり、上司との、あのー、打ち合わせがうまくいかなくって、本人的にはそういうつもりはないので、あのー、「また、こう言われた」とか、「ああ言われた」ということがね、多くなってきたので。うーん、ちょっと、何か仕事が忙しすぎるのかなとか思ってたんですけども。
to-be-patient/shigoto	df05	何か、いい早寝早起きっていう形でですね。生活のリズムがすごく整っているかなっていうのは、それがまず、本人にとって、とてもいいことですし。利用者さんが僕を待っているんだっていう、そういう、誰かが自分を必要にしてくれているっていうことが、とてもこう、本人を元気にさせる。そういった部分は、とてもやっぱり、気持ちから、こう、やっぱりね、脳の方に、こう、来るんじゃないかなと思うんですが、それが、誰かが僕を必要としてくれてるっていう、そういった部分が、あのー、ほんとにいい影響っていうかですね。いい関係になっているのかなっていうふうに思いますし。やっぱり仕事をしますので、お給料もいただけますよね。その辺やっぱり、その辺も、ま、そうたくさんではないですけども、そのお給料袋を見た時には、何か自分の誇りっていうものをね、何かこう…。本人の中では早期退職ていう形でね、自分の願った退職ではなかったので、もう一度仕事をしたいっていう、夢がもう、ずっとそれでしたので、そこで自分が働いた分のお金をいただいたということがですね、ま、その金額とかではなくって、こう、自分の誇りっていうんですかね、そこら辺が、あの、また生きる活力になってるかなっていうのは、うん、ありますので。まあ本人的には、いくらとかいうの、ほんとはあまり、こうね、もういくらでも、「おお、こんなにもらったんだ」って、とっても喜んでますし、「よし、これでみんなで飲みに行くぞ」とかね。あのー、彼は大体そういうタイプでしたので、この金を持って飲みに行こうっていうのがね、もう、妻からも何も言われずに、自分の金でっていうのがですね、それがあるんですよね、うん。だから、自分が働いたお金。だから、何に使っても、誰にも文句言わせないぞっていうようなね、そういう形でね、やっぱりこう、男としてのそういった部分を、こう、保てるのはですね、また、こう、いいんじゃないかなとは思いますけどね。何かこう、症状的には、確かに生活レベル的なことはちょっと下がってきたんですよ。だけども、あのー、その仕事をすることによって、やる気とか、体力をつけるとか、そういったことが、こう、それと交ぜあわって、何ですかね、レベルは下げてないような気はするんですね、全体の。生活レベルっていうのは、ほんと下がったけど、本人のハートの部分はすごく、こう、なってるので、うまくそれがバランスが取れて。認知症には負けないぞっていう感じでね、こう、あるような感じがするのでね、うん。
to-be-patient/shigoto	df05	―― 認知症の方で、その、ボランティア的に働いてらっしゃるって方はよく伺うんですけども、そうですねえ。―― その、有償というのは、ほんとにすごいなと思うんですが…。そうですね。やっぱり、ここまで来るのにね、ほんとに何か、いろいろな、施設の方とかですね、いろんなやっぱり、周りの方のサポートの上で成り立って、決して私や、あの、彼だけの力ではなくって、いろんな方の力が加わって、えー、ここまでもってこれたのでね、ほんとにこれっていうのは、あのー、ま、変な意味、私ども、この病気を、まず最初に、もう最初からまったく隠すというつもりはなかったので、この病気はほんと変な病気でもないし、隠すような病気でもないと思っていたので、まあ、表にぽんともう、そのまま、こう、自分たちで出ていって、それがこう、いろんな方に出会って、そして、今のその仕事っていうことにですね、来たので。あの、どうしても内に、こう秘めてしまうと、なかなかいろんな情報も入らなくなってしまうし、やっぱり、ほんとに人との出会いなんですよね。たとえこう病気であろうが何だろうが、いろんな人とかかわり合いながら、こう進んでいくっていうのがね、その人の結局、生活の質を、よくしていってくれるんじゃないかなと思いますので、ほんとに今の仕事っていうのも，いろんな方の力がもう入って。あの、彼を中心として、いろんな方がね、サポートしてくれたおかげかなっていうのは感じるので。うん、やっぱり、こういうことがいろんな場でね、こう、行われてるんですけど、ほんとに、その本人の方をね、いろんな形でサポートしてくれれば、まだまだ認知症の人でもほんとにいろんなことができたり、未来が開けたりね、できるんじゃないかなというのは、つくづく思います。
to-be-carer/kimoti	df05	私、病気自体は、もうすんなりと受け入れられたんですね。その病気自体は別に隠すものでも何でもないし、変な病気でもないし、病気自体はまったく、私、もう、すぐ受け入れられて、あ、うん、全然気にならなかったんですけど。ただ、そのことによって家庭の雰囲気とか夫婦の関係とかがね、こう、暗くなったり、こう、こう沈んでしまうね（笑）、そういった部分がね、受け入れられなかったっていうかは。だから、それは本当は、彼の病気を十分、分からな、分かってなかったからだと思うんですけども、あのー、病気自体は受け入れられて、受け入れることはできたんだけども、それに伴うこう生活の部分がね。うん、何ですかね、何か…。私はもう病気であっても、こう、楽しく、こう、何かね、日々を過ごしたいっていうのがあるんだけど、本人にとったら、そんな病気なのに楽しいなんてことは、多分ですね、あの、無理だったんでしょうけども、うーん。何か、その部分が受け入れられない部分だったというか、何かこう、病気であっても、何かこう、生活自体は豊かに、こう、過ごして、そのことによって、こう、自分たちの思いとか考えとか、人生をぺちゃんこにしたくないっていうのがね、何かあったので。たとえ病気であっても、こう、豊かに、楽しく、いろんな人と今までのようにね、あのー、人生を豊かに、過ごしていきたいなっていう部分が、うん、あったので。そうですね。さっき言ったように、病気っていえば受け入れられたんだけど、それに伴う、こう、日々のね、生活のなんかこう、そういった部分が最初はなかなか、うーん。
to-be-carer/kattou	df05	わたしが結構、彼の思いと、ちょっと、こう、かけ離れすぎたところがあったのかなという。彼は、もうちょっと不安で、そこから抜け出したいって思うんだけど、わたしは不安ではなくって、「病気だけど楽しくいこうよ、楽しくいこうよ」っていう、そういう部分だけをね、ちょっとこう、考えすぎてたので。そこがちょっとこう、ね。温度差じゃないけど、差が出てきてて。本人はつらいのに、笑えないですよね。それをわたしが、「何で、笑顔がないの」とかね、何かそういうことばっかり、最初の方は言ってたような気がするので。何か、うーん、ま、わたし自身も、大きな大病した時に、意外とまあ、自分自身では、その病気に対して、こう、気持ち的には明るく持てた部分があったのでね。それに、何か、彼を合わせようと。「わたしだってあれだけの大病して、そうやって、こう、気持ちよくあれして、豊かにして、こう何か、病気と闘ってきたんだから、あなたもできるでしょ」っていうね、そういう何か感じでね、何か、してしまったところがあるかなとは思うんですけど。うん。
symptom/komaru	df06	あの、一番やっぱし困ったのは母親のときですね。で、父親がとにかく、あの、父親に対してこう、暴力的な言葉を吐いて。で、あのー、「ちょっと寄り合いに行ってくる」っていうことを言って出てったのに、あのー、「そんなこと聞いてない」って言って、ものすごい剣幕で怒ったり。で、そういうことがあるもんですから、あと、隣の人を泥棒呼ばわりしたり、こう、近所づきあいがちょっとぎくしゃくしてしまって。で、父親がしょっちゅう、わたしの所に来て、愚痴を言うわけです。
resource/kimeru	df06	あの、わたしの両親は、妹がね、仕事しているので、家に誰かがいて、そのー、送り出してあげれば、家で見て、デイサービスでね、よかったと思うんですけど、もうとにかく、もう妹も限界で、施設に入ってもらわなきゃやってけない、っていう状況だったんですね。で、もう、わたしたちも、姉とわたしと妹で、3人で協力して見てたんですけど、もうほんとに限界でしたね。それで、施設に入れたのが結果的に、その、父親の進行を早めて、まあ亡くなる原因にもなってしまったかなって思うんですね。だから、あのー、すごくそういう意味で、両…、あの、両親のほうに対しては、すごくね、もうちょっと、うん、そばにいて見てあげれるとよかったなあっていう、すごく思いがあるんですね。だから、あの、うちの義理のお父さんに対しては、もう、父親にやってあげれなかったことをね、あのー、やってあげようっていう、そういう気持ちで。だから、うちのおじいさん、ほんとに幸せじゃないかなって思うんですね。だから、朝、あのー、身支度して、送り出して、で、「お帰り」って出迎えてあげれるので、そういうことを、あのー、いっそね、両親にやってあげたかったなって、すごく思ってるんですね。
resource/kaigo	df06	で、また、兄がいるんですけど、兄の所はちょっと遠いもんですから、あんまり、あの、言えなかったし。1度（両親が兄と）同居して、で、また実家（元々両親が住んでいた家）に戻ってしまったっていう経緯があるもんですから、なかなか、あのー、相談しにくくて。で、しょっちゅう、（両親が）うちへ来てたんですね。―― 認知症のご家族を介護するようになってから、人間関係とか、あのー、社会との対応に対して、大きく変わったなと思うようなことは何かありますか。そうですね。あのー、ま、うちの両親のとき、についてもそうなんですけど、うちのおじいさんについてもそうなんですけど、きょうだいとの関係がね。すごく悪化してしまって。うちの両親の場合は、兄がいるんですけど、その、認識の違いで、もうこう、気持ちがずれてしまって、けんか別れっていうことで。あのー、兄はこう、やっぱし男1人に、きょうだい3人女ですので、こちらが束になってかかるもんですから、「もうお前たちとは縁を切る」っていうことで、もう、ちっと、あの、まったく面倒は見なかったんですね。だから、3人で何とかがんばってね、あの、面倒見てきたんですけど。で、今も、ま、音信は不通なんですけど、それがすごく悲しいですね。こんなことになるなんて、もう、ほんとに思ってもなかったんですけど。だから、その、男と女の違いなのか、その、何て言うか、兄ん所には父親がそんなにして頼っていかないもんですから、その、様子が分からないんですよね。わたしの所には、もうしょっちゅう来て愚痴を言ってくから、もう、「そういうことはよそでしゃべっていかんよ」って、父親に言って。「わたしが聞くから」って言って。で、まあ、「もうちょっとがんばって」っていうことで、帰していってたんですけど、兄は1カ月に一遍ぐらい、顔を出せ、出して、で、自分もちゃんと見てるっていうようなこと言うもんですから、こちらも腹が立つんですよね。で、2人でやれなくなったら、あのー、面倒見れば、見るからいいって言うんですけど、もう、十分2人でやってけない状態だから、「何とかしなきゃいけない」っていう話をするんですけど、そこら辺がすれ違ってしまって…。
resource/kaigo	df06	それとあと、うちのほうでは、その、主人にお姉さんが1人いるんですけど、そのお姉さんがうちから5分ぐらいのとこにみえるんですけど、あまり協力してもらえないんですね。で、もう、その、そのことですっごく、わたしはもうストレスが貯まって、ちょっとあの、心療内科に通うようになっちゃったんですけど。その、どういう、その、うちのね、おじいさんと、そのお姉さんとの人間関係がどんなふうなのか、どういう育ち方をしたのか、よく分からないんですけど、そのー、4月、今年の4月なんですけど、「もうおじいさんの面倒見るの、やんだわね」って、そういうことおっしゃる。で、どういうことって。もう、ほんとにその時にショックで。自分の親なのに、どうしてそういうこと言えるのってねえ。で、主人に言ったら、「うん。俺はその分、見るからいいわ」って言ったんですね。でも、そんなことできるわけないんですよね。で、そういうことで。で、また、ちょうどそのころに、下の子が、あのー、結婚したもんですから。その、そこで主賓であいさつもしてもらわなきゃいけなかったので、何かあんまり関係を悪化させたくなかったもんですから、そこで、わたしがすごく我慢しちゃったんですね。で、もう、「じゃあ、わたしがやるからいいわ」っていうふうに思っちゃったもんですから。そこで、もうちょっと深く、どうしてそういうこと言うのか、話し合いをすればよかったんですけど、それ、やらなかったもんですから。すごく人間関係が悪化して、もうわたしはもう、お姉さんの顔も見たくないっていうような気持ちになってしまったんですね。―― うん、うん。そうですか。だから、もう全部、もう自分が一手に引き受けてやっちゃったもんですから、ちょっと疲れが出ちゃったんですね。―― そうですね。逆にあのー、3姉妹の絆が強くなったり、ご主人とその、ご夫婦の関係が強まったともいえますね、きっと。そうですね。そいで、あの、わたしが心療内科に通うようになったのは、もうすっごく些細なことでものすごい怒ったり、何かそういうふうで、妹がね、その、「ちょっとそれは、そんな怒り方は異常だから、医者行ってこい」って言ったもんですから。で、その時に、主人に「こういう人が突然自殺したりするから、気をつけてね」っていうようなことを言ってくれたらしくて（笑）。で、それからすごくね、あの、協力してくれるようになって、はい。だいぶ楽になりましたね。
resource/service	df06	なかなか、あのー、言うこと聞いて行ってくれなくって…（笑）。で、まあ、「今日は行かない」とか、そういうふうで、あの、とっても苦労したんですけど。あの、そのデイサービスでの、職員さんたちがすごく一生懸命やってくださって、母親の好きなこととか、あの、得意なことを聞いて、で、そういうことで、あの、やってくださったもんですから、初めはほんとに、「そんなレベルの低い所へ、何でわたしが行かなあかんの」っていう、そういう言い方でね（笑）。まだ、あのー、しっかりしてたもんですから、いろんなこう、人と話すときはほんとに普通なんですよね。だけど、ついさっきの言葉、分からなくなっちゃう。一番最初のデイサービスの、で考えると、その、何て言うか、個人の嗜好に合わせて、いろんなあの、いろんな対応していただけるといいなって思いますね。ま、それはすぐには分からないことなんですけどね。あの、父親がそのー、木工細工やったりとか、その、手先が器用で、あのー、そういうことが好きだって、物を書いたりとか、字を書いたりとか、そういうのはあんまり得意じゃなくて、そういう物作ることが好きですって言ったら、竹とんぼをね、施設長さんが一緒に作ってくださって、で、保育園の子たちにプレゼントとか。で、母親の場合は、あの、縫い物したり、字を書いたり、俳句作るのが好き…なんですね。だから、そういうことやって、皆さん、あのー、入所者の皆さんの先生になって、教えて、あの、教えたりとか、そういうことをしてくださったりしてたんですね。だから、すごく、そこが良かったなと思うんですね。で、そこに、あの…、ショートステイの施設があったら、ほんとにベストだったんですね。で、つい最近、新聞でそういうことができるようになるっていうような話もね、載ってたんですけど。あの、今、うちのおじいさんも、デイケアのほうはすごく、あのー、介護士さんたちが細やかに見てくださって、あの、すごく分かる、毎日ノートに書いてもらえるもんですから、よく分かっていんですけど、あの、ショートステイになると、スタッフが変わるもんですから、また、全然様子が分からないんですね。だから、そういうショートステイで、あ、デイサービスでショートステイも兼ねた施設（※）があったら、一番いいと思うんですね。で、ショートステイで泊まって、あのー、昼間はデイサービスのほうに、で見ていただけるっていう、そういう施設があるとすごくいいと思うんですね。まあ、ショートステイはショートステイで、１日中、ぼーっとしてますよね。だからもう、預けるのも、わたしたちがちょっと苦しいんですよね。※ここで話しているようなデイサービスでショートステイも兼ねた施設は、小規模多機能型居宅介護施設といって、 デイサービスに加えて、訪問サービスや宿泊サービスを組み合わせた形でサービスを提供することが可能です。
resource/tutaeru	df06	―― 最初はご近所づきあいが、あのー、大変だったということでしたけれども、後から、お母さまの状況がご近所の方に、知れたときはどんな状況でしょう。知れて、お困りになったのか。それとも、ご近所の方にそれが分かって協力体制が組めるものなのか、どんな状況でしょうか。その協力体制がね、できていたらよかったなと思うんですけど、本当に田舎っていうのは何か、あまり悪口を言いたくはないんですけど、あんまりなかったですねえ。何かちょっと、こう…、いや、何て言うのかなあ…、「そんな病気になっちゃったの」みたいな、なんていうか認知症になると、その、何て言うのかな、あの、人格までこう否定されてしまうような、そういう心ない発言をする人もみえて、本当に実家に行くのが、行って近所の人と会うのが嫌だったですねえ。
to-be-carer/work	df06	仕事辞めて６年目なんですけど、もう仕事辞める時もすっごく疲れて。いろいろ辞めた理由はいっぱいあるんですけど、両親がそういうふうになってきて、大変だから、まあ、あのー、ね。わたしを育ててくれた両親だから、あのー、話相手になって、見てあげようかなっていう気持ちもあったんです。ところが、こんな大変なるとは思わなかったので（笑）。―― そうですね。でも、お仕事辞めて介護をされていて、やっぱりこんなはずじゃなく、お仕事に戻りたいということでしょうか。それとも、お仕事辞められたこと、今、6年前を振り返って、今はどんな気持ちでいらっしゃるのですか？仕事辞めたことは、もう後悔してません。もう戻りたいとは思わない、思わないですね（笑）。もう精いっぱいやったので、あのー、何て言うか、自分の思うどおりのね、学年経営とか、いろんなものできたし、もう思い残すことはないっていうことで、あの、辞めれたのはよかったんですけどね。で、その後、もうちょっと両親と、あのー、何て言うか、のんびりとこう、話をして、あのね、健常な両親と過ごす時間があったらよかったなって思うんですけどね。何か、わたしが辞めるのを待ってたように、みんながバタバタっと（笑）。
diagnosis/hajimari	df07	初めの段階で、わたしのきょうだいと旅行したことがあるんですよ。ええっとね、父の、法要っていうわけではないんですけど、あの、長野の善光寺へね、1度行こうかっていうことで。その時に、まあ、きょうだいとみんなで行った時に、わたしは全然気がつかなかった。その後から、あのー、「ちょっと、おかしいんやない」って言われたの、お父さん、主人が。「何か、何か変だよ」って…。―― どなたに？きょうだいに。わたしのきょうだいにね。で、その時は全然分からなかったんだけど、その時に、主人の妹が一緒にくっついていったのね。もう、ほとんど世話してくれてたのね。世話ってことないけど。一応きょうだいだから、久しぶりに会ってたからね。で、それで、後から「ちょっと、おかしいんじゃないの」っていうことで。まあ、そんなにわたしも、大してこう、「何」っていうことなく、あの、不自然ていうこともなかったんですよね。―― どんなところがおかしいって思われたんですかねえ。それはね、やっぱり挙動ですかねえ。歩き方がおかしいとか、ちょっと、ちょっちょっと歩きますでしょ。ま、もともとそうですけどね、そう、活発なほうではないですから。あの、その、わたしもそこは具体的にちょっと聞かなかったんですけど。―― でも、そこで何かちょっとおかしいな、みたいなことがね。感じたんでしょうね、きょうだいがね。きょうだいだって、しょっちゅう会うわけじゃないですもんね。たまたま、ほんとに久しぶりに会って、そういうこと言われて、「それじゃあ」ちゅうことで、病院で（検査を）受けたんです。
diagnosis/kusuri	df07	あの、頭（の画像を）撮って、それから脊髄から、何か髄液取りますかね。それで、もう決定的に言われたの、アルツハイマーって。でも、まだその段階でも歩けますし、まあ、ちょっとの、この、疎通があったんです。で、それから、そういうこと決定されてから、薬をいただくようになって。あの、アルセプト。―― アリセプトですね。アリセプト。ええ。それをいただいて、糖尿と、うーんと、合わせてやってたんですよね。糖尿も、まあ、インスリン始めてね。で、まあ、インスリンも自分でやってましたけど。それで、あの、何て言ったらいいかな…。そう、それでもね、まだ、２年ぐらいは、何とか薬飲みながら、自分の仕事もやりながら。それで、こちらへ帰ってきて、病院でやっぱりね、「やっぱりそうですね」って。で、「アリセプト、これ飲んでも駄目ですよ」って、「効かないよ」って打ち切られちゃったの。ほんで、ちょっと妹はね、ま、「何で」って。まあ、飲んどいてくれたほうがよかったかなと思ったらしいんですけど、強く、わたしには言われなくて。だって、そこの病院が「こんなの飲んでも無駄ですよ」って言われて、もう打ち切られちゃったの。―― 実際、飲んでたときに変化がありました？謎。あれ、分からないのよ。効く人もいるかもしれないし、うーん、な、どうですかねえ。長く飲んで効く人もいるかもしれない。その、変化的には、まあ、あの、急速に何かあったっちゅうことあれば、効いてたかもしれないし。ねえ、あそこで、ね、若い先生でしたけどね、「これは飲んでもしょうがないから、いりませんよ」って言われて。
resource/kimeru	df07	ショートステイ行くようになって、ショートステイは泊まりですよね。で、泊まり行って。で、この、あれしていいのかな。あの、ショートステイでも、最終的にね、やっぱりどっか入れたいね。あの、老健、お願いしたときに、娘が同僚であそこ入れた人がいるよっていうこと聞いて、で、あちこち申し込んだんですよ。もう、この近くで。それで200人待ちとか、なかなかねえ（笑）。で、あそこへも、最終的に行ったとこへも申し込んでおいたの。ほんで、ショートステイしながら、あの、話があって。ショートステイしてるとこへ審査に行ってくださったの。審査に行ってくださって、「いいですよ」って言われて。まだね、空いてたのね、そこは。別にコネも何にもなく。で、そこへ入れていただいて、4年弱ですね。ちょっとその、ね、あれにはいかない、4年ぐらいで、11月に入って3年、4年、4年目の2月だった、結果的には。で、そこで、もう、もうショートステイの時から、もうしゃべれないし、何も知れないし。で、あそこの、あの、老健入った時も、ま、おとなしいから入れてくださったの、多分。審査、審査があるのね、あれ、きっと。よく分かんないですけど。で、割とおとなしかって、ずっとおとなしかったです。うん。
resource/kaigo	df07	―― その途中、その介護中に体調崩されるとか、そういうことはなかったんですか。おかげさんでね（笑）。もう70過ぎてから、がたがたっと来たような気がしますね、いろんなとこがね、うん。（体調崩すことは）なかったですね。わたしは、多分なかったです、ええ。―― それは、その前にきっと、そういって「手伝って」とかって、その、お嫁さんのほうに言ったりとかして。嫁さんに言えないから、息子だよね（笑）。―― 息子さん。息子さんのほうに言って、あの…。そう。そうするとね、来てくれたよね。やっぱり日曜日しかね、あの、そんな普通の日にあれだから、日曜日にはたまに来てもらったりして。やっぱり男の子ってね、何か、まあ、言ってみれば照れがあるのね、何となく。と、思うの、うん。で、まあ、娘は分かってるから、それ、それ、いろんなことをね、その、やってもらえたんだけどね。何となく、息子は照れがあるような気がするね、うん。ま、やって、まだそんな、深、息子も深刻に考えてなかった、っていうの（笑）。ただ、わたしが、わあわあって言ったときに、ま、聞いてくれたりしたことはありましたね、うん。そんなことかなあ。
to-be-carer/kattou	df07	―― あの、先ほど、一緒に散歩とかしてて、少しイライラしてくることがあったっていうお話もあったんですけど、具体的には。そうねえ。あの、変な話ね、ちょっと、ここでバス待ってる時があったのね。で、時間があれですから、ま、こんなん、ほんとはわがままなことですけど、座って待ってるわけ。今までそういうことなかったから、何か恥ずかしいっていう気はあったよね。―― 恥ずかしい。うん。ま、こんなこと言っても、あれかもしれないですけどね。「どうして」っていう気はあるわね。自分でも病気になると、「どうして自分が病気」、ね。そういうこともあるし、その、やっぱり普通じゃないですよ、座って待ってるっちゅうことは…。で、よくここ通りますでしょ、人が。うん、まあ、それもね、まあ開き直って、別にっていう考えも出てきましたけどね、うーん。―― そういった世間に対する、こう、目みたいなものを…気にする？ちょっとね。隠すっていうわけじゃないんですけど。
to-be-carer/sinkou	df07	あの、二人いるっちゅうことで、うん。あの、実際に、この施設行ったときにも、その、「胃ろうしますか」とか、あるでしょ、食べれなくなって。娘がきっぱり言ってくれたの、で、「やらなくていい」って、うん。後は何か、そういう調書取るんですよ。で、たまたまね、娘んときに書いてくれたもんだから、それもだから、結局、安心してできたっていうの、うん。まあ、安心。―― そういう専門家がいなかったら、もうちょっと違った？まあ、あたふたしたと思います。いろいろと、そっちのほうでも、まいったと思いますしね。うん、まあ、だから、スムースにできたっていうこともあるでしょうね、うん。―― 逆に、その、専門家の、まあ、スムーズにいったっていうことだけど、本当は自分でこうしたかったとか、そういうのは特にはなかったですか。例えば、先ほどの、胃ろうの話ですけども、その、娘さんがなしでいいって、きっぱり言ってくださったって、それは同じようなご意見だったんですか？あ、それはね、うん。わたしももう、何、あの、何て言うの、えーと、延命行為はしてほしくない、自分も思ってるから。ま、言ってるけど、自分も思ってて、人にもって、押しつけはいけないけど。うん、そう思ってるから、それはやっぱりね、いろんなことで大変だと思うから、うん。―― じゃ、そういったところで、その、周りが勧めてくれることに対して。ええ、全部、乗っとった。ええ、ええ、ええ。そうですね。―― ほんとに安心してたってことですね。そうですね。だから、こう、あんまりこの、深く、ねえ。あの、重いと感じなかったかもしれないですね、うん。そうですね、結果的にそうかもしれない。
diagnosis/hajimari	df08	最初はそう、病気の予想なんかしてなかったんですが、彼は何か日記に、あの、もしかしたら、あの、こん、字が、あの簡単な漢字が書けないのは、あの、認知症じゃないかって、１行書いてありますね。脳外科医ですから。やっぱりこう、少しはその見当はついてたのかもしれないですね。わたしなんかは全然分からなくて。あの、たまにちょっと駅の出口を間違えて帰ってきたりとか、たまに暗証番号忘れてお金が下ろせなかったりとか。それから……たまに電話がうまくかけられなかったとか、そういうの見ても、まあ、これぐらいは許容範囲というか。鈍いし、もう予想もしてないことだから、まあ、そんなことなんか、あることだわって感じで、もう全然気はつかなかったですね。―― その段階から「もしかしたら」って思って、ご主人はそういう１行を日記に残されてると。ええ、ええ。そうですね。それに、あの、漢字が書けないっていうことが、あの、難しい漢字は、まあパソコンばっかり使ってるから書けないとしても、易しい漢字が書けないっていうことに対して、本人はすごく、あの、いらだちというか、あの、不安を持ってたんじゃないかと思いますね。それで、辞める前は自分の名前も書けなかったですね。
diagnosis/kakaru	df08	もう（夫が病院に）行きたがらなくて（笑）。それ行かせる、息子に言われて「行かなきゃダメだよ」って言われて、それでわたしも何とか行かそうと思うけど（笑）、本人に言えないんですよね。「病院に行ったらどうか」って言うことをね。それで、いろいろ、今までのことをこう思い出して、あんなことができなくなった、こんなことができなくなったっていうのを紙に書き出して、「やっぱり一度行った方がいいんじゃないかな…」とかってね、主人に見せました。それで、「じゃあ行ってみるか」って言ったんだけど、行く気にはなったんだけれども、あのー、（夫の出身大学）関係の病院は嫌だって言うので。（そうじゃない先生のところを）探して。それで、まずは診てもらいましたね。でも、はっきり、その先生はあのー、（認知症の疑いがあると）言わないんですよね。「そうじゃないでしょうかねえ」ってこう、問診をしてね、言うんですけど、「やっぱり検査しないと分からないですから、検査入院しましょう」って言われて。それで、辞める前の忙しい時だったんですけど、「10日ぐらい、入院してください」って言われたんです。それで、わたしたちは、まあ、しなくちゃいけないものかなと思って、もう入院の準備して、それでその病院に行ったんですよね。そして、案内された所が精神病棟だったんです。それで、（午後）4時にはもう、あの、面会は終わりで、（午後）9時にはもう（誰も）いない、一斉に薬飲んで寝る。もう「個室をお願いします」って言っても、「個室はありません」って言われてね。うわあ、こんなとこに10日間もいたら、一体どうなるのかしらって、あの、主人は普通の暮らしをまだしてますしね。どうなるんだろうねって、すごい、ちょっと不安になって（笑）。あのー…入院病棟の方にね、もう、「おっしゃるとおりに、検査に通いますから、入院だけはやめてください」ってお願いしました（笑）。そしたら、その方が、その、向こうの先生と掛け合って、それで「じゃあ、検査に来てください」っていうことで。それで、検査に通いました。それでも、最終的には、「いやあ、分からない」ってその先生が言われるんですよね。それで、主人はもう怒って（笑）、怒って。「こんなに調べても分からないんじゃ、僕のよく知ってる先生のところへ行って、調べてもらうからいい」って言って（笑）。
diagnosis/kensa	df08	それでも、最終的には、あのー「いやあ、分からない」ってその（精神科の）先生が言われるんですよね。それで、主人は怒って（笑）、怒って。こんなに調べても分からないんじゃ、あのー、僕のよく知ってる先生のところへ行って、あの、調べてもらうからいい、っていう。それで、あのー、主人もその友達のね、アルツハイマーの、あの、専門の。その先生は、あの、病理の先生で、あのー…病院を紹介してくれたんですね。そこに、あの、そこへ行って、それで日本に３台しかないっていう、あのー、PETに、で調べて。それでまあ、ほぼ間違いないだろうっていうことになりました。
diagnosis/kusuri	df08	それで、あのー、この先生、「アルツハイマーの専門の先生に、ちょっと会ってみたらどうですか」って言うので、その先生に会ったら、その先生がこんな文明国で、あのー、アルツハイマーの薬がアリセプト１つっていうのはおかしいって言うんですよね。外国だと何種類もあって、こう、患者が選択できるって。それで、メマンチンとアリセプトとこう、両方一緒に飲むことによって相乗効果がすごく期待できるという論文も出てるから、「ぜひそれを試してごらんなさい」って言われて、もうそんな治験に参加してる、そんな時間なんかないですから、もう即個人で輸入して飲み始めました。そしたら、その時はその、やっぱりあの…アリセプトと一緒に飲まなくちゃいけないっていうので、もう今まで飲めなかったアリセプト５mgを「えい、やあ」っていう感じで（笑）。もうメマンチンと一緒に飲み始めましたね。それはずっと今でも飲んでて、今はアリセプト10mg、それも半年くらい前にやっと10mg飲めるようになって、今２つを一緒に飲んでいます。多分、で、それは何でメマンチンが、わたしたち飲んでみようかっていう気になったのは、あの、クリスティーン、オーストラリアのやっぱりアルツハイマーの方ね。あのクリスティーンの本に、メマンチンとアリセプトを飲んでいるって書いてあったから、「ああ、外国ではちゃんとこうやって飲んでる人がいて、あんな元気な人がいるんなら」っていうのが、それがもう第１のこう、信用するきっかけになりましたね。
