STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SEX,Sex,AGE,Age,TENURE,Job tenure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,MLT,Malta,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,TOTD,Total declared,A,Annual,2023,,7.151,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,MLT,Malta,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,TOTD,Total declared,A,Annual,2022,,7.495,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,MLT,Malta,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,TOTD,Total declared,A,Annual,2021,,7.247,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,MLT,Malta,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,TOTD,Total declared,A,Annual,2020,,7.343,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,MLT,Malta,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,TOTD,Total declared,A,Annual,2019,,7.169,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,MLT,Malta,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,TOTD,Total declared,A,Annual,2018,,7.177,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,MLT,Malta,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,TOTD,Total declared,A,Annual,2017,,7.554,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,MLT,Malta,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,TOTD,Total declared,A,Annual,2016,,7.812,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CHE,Switzerland,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2015,,0.04,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CHE,Switzerland,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,0,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CHE,Switzerland,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2022,,0.044,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CHE,Switzerland,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2021,,0.042,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CHE,Switzerland,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2020,,0.04,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CHE,Switzerland,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2019,,0.04,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CHE,Switzerland,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2018,,0.04,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CHE,Switzerland,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2017,,0.041,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,DEU,Germany,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2017,,3.44,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,DEU,Germany,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2016,,3.446,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,DEU,Germany,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2015,,3.45,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,DEU,Germany,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2022,,3.448,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,DEU,Germany,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2021,,3.434,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,DEU,Germany,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2020,,3.446,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,DEU,Germany,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2019,,3.449,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,NOR,Norway,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2022,,0.238,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,NOR,Norway,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2021,,0.213,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,NOR,Norway,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2020,,0.297,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,NOR,Norway,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2019,,0.291,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,NOR,Norway,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,0.293,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,NOR,Norway,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2017,,0.282,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,NOR,Norway,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2016,,0.281,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,NOR,Norway,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2015,,0.29,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,IRL,Ireland,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,TOTD,Total declared,A,Annual,2015,,11.526,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,IRL,Ireland,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,TOTD,Total declared,A,Annual,2023,,10.134,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,IRL,Ireland,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,TOTD,Total declared,A,Annual,2022,,10.335,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,IRL,Ireland,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,TOTD,Total declared,A,Annual,2021,,10.196,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,IRL,Ireland,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,TOTD,Total declared,A,Annual,2020,,10.257,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,IRL,Ireland,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,TOTD,Total declared,A,Annual,2019,,10.058,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,IRL,Ireland,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,TOTD,Total declared,A,Annual,2018,,10.278,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,IRL,Ireland,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,TOTD,Total declared,A,Annual,2017,,10.467,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BRA,Brazil,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2018,,7.96,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BRA,Brazil,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2017,,7.906,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BRA,Brazil,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2016,,7.893,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BRA,Brazil,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2015,,7.801,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BRA,Brazil,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2023,,7.973,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BRA,Brazil,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2022,,7.996,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BRA,Brazil,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2021,,8.061,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BRA,Brazil,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2020,,8.196,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BEL,Belgium,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2017,,6.832,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BEL,Belgium,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2016,,6.775,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BEL,Belgium,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2015,,6.742,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BEL,Belgium,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2022,,6.66,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BEL,Belgium,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2021,,6.742,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BEL,Belgium,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2020,,6.864,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BEL,Belgium,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2019,,6.899,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ESP,Spain,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2016,,6.975,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ESP,Spain,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2015,,6.94,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ESP,Spain,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2022,,6.663,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ESP,Spain,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2021,,6.591,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ESP,Spain,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2020,,6.527,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ESP,Spain,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2019,,6.682,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ESP,Spain,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2018,,6.874,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,SVK,Slovak Republic,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_1T9,From 1 to 9 years,A,Annual,2022,,4.70514106970057,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,LVA,Latvia,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2017,,6.554,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,LVA,Latvia,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2016,,6.587,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,LVA,Latvia,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2015,,6.575,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,LVA,Latvia,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2022,,6.565,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,LVA,Latvia,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2021,,6.612,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,LVA,Latvia,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2020,,6.392,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,LVA,Latvia,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2019,,6.721,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,TUR,Türkiye,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2015,,3.463,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,TUR,Türkiye,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2023,,3.478,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,TUR,Türkiye,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2022,,3.494,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,TUR,Türkiye,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2021,,3.405,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,TUR,Türkiye,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2020,,3.433,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,TUR,Türkiye,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2019,,3.486,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,TUR,Türkiye,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2018,,3.445,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,TUR,Türkiye,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2017,,3.446,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,SWE,Sweden,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2015,,0.694,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,SWE,Sweden,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2023,,0.744,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,SWE,Sweden,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2022,,0.696,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,SWE,Sweden,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2021,,0.697,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,SWE,Sweden,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2020,,0.701,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,SWE,Sweden,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2019,,0.698,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,SWE,Sweden,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2018,,0.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,SWE,Sweden,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2017,,0.696,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ISL,Iceland,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2015,,0.693,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ISL,Iceland,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2023,,0.745,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ISL,Iceland,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2022,,0.74,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ISL,Iceland,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2021,,0.726,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ISL,Iceland,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2020,,0.712,,A,Normal value,0,Units,1,One
